START_DATE*,START_TIME,END_DATE*,END_TIME,CATEGORY*,TIME,START*,STOP*,MILES*,PURPOSE*
25-07-2016,10:35:00 AM,7/25/2016 10:41,11:05:00 AM,Business,10:47:00 AM,Whitebridge,Parkway,1.5,
25-07-2016,10:47:00 AM,7/25/2016 10:58,12:05:00 PM,Business,12:30:00 AM,Cary,Morrisville,4.9,
25-07-2016,11:04:00 AM,7/25/2016 11:33,01:05:00 PM,Business,01:18:00 AM,Morrisville,Cary,7.9,
25-07-2016,11:37:00 AM,7/25/2016 11:44,02:05:00 PM,Business,02:01:00 AM,Parkway,Whitebridge,1.7,
26-07-2016,03:43:00 PM,7/26/2016 15:49,03:05:00 PM,Business,02:28:00 AM,Whitebridge,Westpark Place,2.2,
26-07-2016,05:14:00 PM,7/26/2016 17:24,04:05:00 PM,Business,11:22:00 PM,Westpark Place,Whitebridge,2.1,
26-07-2016,08:52:00 PM,7/26/2016 21:00,05:05:00 PM,Business,10:51:00 PM,Cary,Morrisville,2.5,Meal/Entertain
26-07-2016,10:31:00 PM,7/26/2016 22:39,06:05:00 PM,Business,08:13:00 PM,Morrisville,Cary,2.5,Meal/Entertain
27-07-2016,07:08:00 PM,7/27/2016 19:20,07:05:00 PM,Business,07:34:00 PM,Cary,Morrisville,2.8,
27-07-2016,09:34:00 PM,7/27/2016 21:57,08:05:00 PM,Business,11:57:00 PM,Morrisville,Raleigh,14.7,
27-07-2016,10:00:00 PM,7/27/2016 22:26,09:05:00 PM,Business,10:31:00 PM,Raleigh,Morrisville,14.6,
28-07-2016,12:04:00 AM,7/28/2016 0:09,10:05:00 PM,Business,11:05:00 PM,Morrisville,Cary,2.3,
29-07-2016,03:45:00 PM,7/29/2016 15:47,11:05:00 PM,Business,10:01:00 PM,Whitebridge,Westpark Place,2.2,
29-07-2016,05:27:00 PM,7/29/2016 17:45,12:05:00 AM,Business,07:20:00 AM,Westpark Place,Whitebridge,2.2,Meal/Entertain
30-07-2016,05:02:00 PM,7/30/2016 17:27,01:05:00 AM,Business,06:38:00 AM,Cary,Durham,14,
30-07-2016,09:16:00 PM,7/30/2016 21:41,02:05:00 AM,Business,08:03:00 AM,Durham,Cary,13.3,
31-07-2016,05:30:00 PM,7/31/2016 17:37,03:05:00 AM,Business,04:49:00 AM,Westpark Place,Whitebridge,1.8,
08-01-2016 12:47,12:47:00 PM,08-01-2016 13:04,04:05:00 AM,Business,09:35:00 AM,Whitebridge,Arlington Park at Amberly,6.2,
08-01-2016 13:08,01:08:00 PM,08-01-2016 13:19,05:05:00 AM,Business,03:18:00 PM,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
08-01-2016 13:28,01:28:00 PM,08-01-2016 13:46,06:05:00 AM,Business,03:57:00 PM,Lexington Park at Amberly,Westpark Place,1.9,
08-01-2016 13:52,01:52:00 PM,08-01-2016 14:14,07:05:00 AM,Business,04:37:00 PM,Cary,Apex,6.9,
08-01-2016 15:40,03:40:00 PM,08-01-2016 15:47,08:05:00 AM,Business,05:13:00 PM,Apex,Cary,4.6,
08-01-2016 16:18,04:18:00 PM,08-01-2016 16:25,09:05:00 AM,Business,04:25:00 PM,Whitebridge,Edgehill Farms,2.8,
08-01-2016 16:29,04:29:00 PM,08-01-2016 16:59,10:05:00 AM,Business,04:47:00 PM,Cary,Morrisville,9.1,
08-01-2016 17:23,05:23:00 PM,08-01-2016 17:55,11:05:00 AM,Business,05:36:00 PM,Morrisville,Cary,8.1,
08-02-2016 08:11,08:11:00 AM,08-02-2016 08:32,12:05:00 PM,Business,05:42:00 PM,Cary,Morrisville,8.4,Meeting
08-02-2016 11:51,11:51:00 AM,08-02-2016 12:15,01:05:00 PM,Business,03:54:00 AM,Arlington,Washington,4.9,
08-02-2016 19:15,07:15:00 PM,08-02-2016 19:23,02:05:00 PM,Business,01:14:00 AM,Kalorama Triangle,K Street,1,
08-02-2016 21:23,09:23:00 PM,08-02-2016 21:29,03:05:00 PM,Business,06:50:00 PM,K Street,Kalorama Triangle,1,
08-03-2016 12:46,12:46:00 PM,08-03-2016 13:00,04:05:00 PM,Business,05:42:00 PM,West End,Northwest Rectangle,2,
08-03-2016 14:59,02:59:00 PM,08-03-2016 15:03,05:05:00 PM,Business,03:19:00 AM,K Street,Kalorama Triangle,1.1,
08-03-2016 16:00,04:00:00 PM,08-03-2016 16:04,06:05:00 PM,Business,02:06:00 AM,Kalorama Triangle,Downtown,1.5,
08-05-2016 17:23,05:23:00 PM,08-05-2016 17:30,07:05:00 PM,Business,02:05:00 AM,Connecticut Avenue,Kalorama Triangle,1.3,
08-05-2016 18:17,06:17:00 PM,08-05-2016 18:21,08:05:00 PM,Business,01:42:00 AM,Kalorama Triangle,Columbia Heights,1.8,
08-05-2016 19:17,07:17:00 PM,08-05-2016 19:27,09:05:00 PM,Business,01:48:00 AM,Columbia Heights,Kalorama Triangle,1.5,
08-06-2016 06:40,06:40:00 AM,08-06-2016 06:58,10:05:00 PM,Business,01:48:00 AM,Washington,Arlington,6.6,
08-06-2016 09:31,09:31:00 AM,08-06-2016 09:53,11:05:00 PM,Business,03:25:00 PM,Morrisville,Cary,8,
08-07-2016 17:14,05:14:00 PM,08-07-2016 17:23,12:05:00 AM,Business,01:34:00 PM,Whitebridge,Edgehill Farms,2.7,
08-07-2016 17:28,05:28:00 PM,08-07-2016 17:43,01:05:00 AM,Business,06:51:00 AM,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-07-2016 18:17,06:17:00 PM,08-07-2016 18:23,02:05:00 AM,Business,07:37:00 AM,Cary,Morrisville,2.5,
08-07-2016 20:15,08:15:00 PM,08-07-2016 20:23,03:05:00 AM,Business,07:48:00 AM,Morrisville,Cary,2.5,Meal/Entertain
08-08-2016 16:17,04:17:00 PM,08-08-2016 16:31,04:05:00 AM,Business,06:50:00 AM,Whitebridge,Farmington Woods,5.2,
08-08-2016 16:37,04:37:00 PM,08-08-2016 16:50,05:05:00 AM,Business,11:48:00 AM,Farmington Woods,Edgehill Farms,4,
08-08-2016 17:02,05:02:00 PM,08-08-2016 17:13,06:05:00 AM,Business,12:28:00 PM,Edgehill Farms,Whitebridge,2.7,Customer Visit
08-08-2016 21:50,09:50:00 PM,08-08-2016 22:15,07:05:00 AM,Business,01:03:00 PM,Cary,Morrisville,4.8,
08-08-2016 23:28,11:28:00 PM,08-08-2016 23:37,08:05:00 AM,Business,09:15:00 AM,Morrisville,Cary,3.2,Customer Visit
08-09-2016 14:20,02:20:00 PM,08-09-2016 14:38,09:05:00 AM,Business,08:37:00 AM,Whitebridge,Waverly Place,6.9,
08-09-2016 15:15,03:15:00 PM,08-09-2016 15:36,10:05:00 AM,Business,06:45:00 PM,Cary,Raleigh,14.9,
08-09-2016 16:04,04:04:00 PM,08-09-2016 16:37,11:05:00 AM,Business,06:50:00 PM,Raleigh,Cary,17.4,
08-10-2016 16:56,04:56:00 PM,08-10-2016 17:24,12:05:00 PM,Business,07:01:00 PM,Cary,Durham,12.9,
08-10-2016 17:53,05:53:00 PM,08-10-2016 18:28,01:05:00 PM,Business,07:09:00 PM,Durham,Apex,15.3,
08-10-2016 18:49,06:49:00 PM,08-10-2016 18:50,02:05:00 PM,Business,07:12:00 PM,Apex,Apex,1,
08-10-2016 19:47,07:47:00 PM,08-10-2016 20:02,03:05:00 PM,Business,07:16:00 PM,Apex,Cary,6,
08-11-2016 12:53,12:53:00 PM,08-11-2016 13:00,04:05:00 PM,Business,07:18:00 PM,Whitebridge,Heritage Pines,2.2,
08-11-2016 13:14,01:14:00 PM,08-11-2016 13:28,05:05:00 PM,Business,03:12:00 AM,Heritage Pines,Edgehill Farms,4.4,
08-11-2016 13:32,01:32:00 PM,08-11-2016 13:42,06:05:00 PM,Business,03:51:00 AM,Edgehill Farms,Whitebridge,2.8,
08-11-2016 18:37,06:37:00 PM,08-11-2016 19:29,07:05:00 PM,Business,04:33:00 AM,Cary,Wake Forest,31.7,
08-11-2016 20:59,08:59:00 PM,08-11-2016 21:44,08:05:00 PM,Business,12:28:00 AM,Wake Forest,Cary,31.9,
08-12-2016 18:49,06:49:00 PM,08-12-2016 18:52,09:05:00 PM,Business,11:06:00 PM,Whitebridge,Westpark Place,1.9,
08-12-2016 18:56,06:56:00 PM,08-12-2016 19:05,10:05:00 PM,Business,02:16:00 AM,Westpark Place,Whitebridge,1.8,
13-08-2016,03:35:00 PM,8/13/2016 15:58,11:05:00 PM,Business,03:09:00 AM,Cary,Morrisville,8.4,Meeting
15-08-2016,09:05:00 AM,8/15/2016 9:52,12:05:00 AM,Business,07:30:00 AM,R?walpindi,Unknown Location,15.6,
15-08-2016,03:20:00 PM,8/15/2016 15:47,01:05:00 AM,Business,03:00:00 PM,Unknown Location,Unknown Location,14.1,
15-08-2016,04:52:00 PM,8/15/2016 17:30,02:05:00 AM,Business,09:45:00 AM,Unknown Location,Unknown Location,15.7,
15-08-2016,07:08:00 PM,8/15/2016 20:30,03:05:00 AM,Business,09:13:00 AM,Unknown Location,Unknown Location,25.9,Temporary Site
16-08-2016,07:58:00 AM,8/16/2016 8:11,04:05:00 AM,Business,07:57:00 AM,Unknown Location,Unknown Location,7.9,
16-08-2016,08:16:00 AM,8/16/2016 8:23,05:05:00 AM,Business,08:07:00 PM,Unknown Location,Unknown Location,2.7,
16-08-2016,08:46:00 AM,8/16/2016 8:53,06:05:00 AM,Business,08:49:00 PM,Unknown Location,Unknown Location,5.5,
16-08-2016,10:06:00 AM,8/16/2016 10:27,07:05:00 AM,Business,09:19:00 PM,Unknown Location,Islamabad,5.7,
16-08-2016,10:31:00 AM,8/16/2016 10:38,08:05:00 AM,Business,08:59:00 PM,Islamabad,Islamabad,1.2,
16-08-2016,11:47:00 AM,8/16/2016 12:03,09:05:00 AM,Business,09:34:00 PM,Islamabad,Unknown Location,5.7,Temporary Site
16-08-2016,03:13:00 PM,8/16/2016 15:36,10:05:00 AM,Business,09:18:00 PM,Unknown Location,Unknown Location,16.2,
17-08-2016,10:17:00 AM,8/17/2016 10:41,11:05:00 AM,Business,06:52:00 PM,Unknown Location,Unknown Location,2.6,
17-08-2016,10:57:00 AM,8/17/2016 11:20,12:05:00 PM,Business,12:48:00 AM,Unknown Location,Unknown Location,12.1,
17-08-2016,02:45:00 PM,8/17/2016 14:50,01:05:00 PM,Business,01:08:00 AM,Unknown Location,R?walpindi,1.4,
17-08-2016,03:32:00 PM,8/17/2016 15:47,02:05:00 PM,Business,10:20:00 PM,R?walpindi,Islamabad,6.4,
17-08-2016,04:29:00 PM,8/17/2016 16:50,03:05:00 PM,Business,10:33:00 PM,Islamabad,Unknown Location,7.3,
17-08-2016,04:54:00 PM,8/17/2016 17:00,04:05:00 PM,Business,10:36:00 PM,Unknown Location,Unknown Location,5.3,
17-08-2016,05:05:00 PM,8/17/2016 17:34,05:05:00 PM,Business,11:11:00 PM,Unknown Location,Unknown Location,5.5,
17-08-2016,06:38:00 PM,8/17/2016 18:57,06:05:00 PM,Business,12:00:00 AM,Unknown Location,Unknown Location,7.7,Temporary Site
18-08-2016,06:40:00 PM,8/18/2016 19:07,07:05:00 PM,Business,11:27:00 PM,Unknown Location,Unknown Location,7.6,Temporary Site
19-08-2016,08:24:00 AM,8/19/2016 8:45,08:05:00 PM,Business,12:25:00 AM,Unknown Location,Noorpur Shahan,7.6,
19-08-2016,08:54:00 AM,8/19/2016 9:07,09:05:00 PM,Business,11:41:00 AM,Noorpur Shahan,Islamabad,3.3,
19-08-2016,09:27:00 AM,8/19/2016 9:47,10:05:00 PM,Business,12:11:00 PM,Islamabad,R?walpindi,6.5,
19-08-2016,10:57:00 AM,8/19/2016 11:06,11:05:00 PM,Business,12:38:00 PM,R?walpindi,Unknown Location,2,
19-08-2016,12:07:00 PM,8/19/2016 12:24,12:05:00 AM,Business,12:08:00 PM,Unknown Location,Islamabad,5.7,
19-08-2016,03:51:00 PM,8/19/2016 16:06,01:05:00 AM,Business,11:58:00 AM,Islamabad,Islamabad,3.2,
19-08-2016,05:12:00 PM,8/19/2016 17:52,02:05:00 AM,Business,09:14:00 AM,Islamabad,Unknown Location,12.5,
21-08-2016,10:00:00 AM,8/21/2016 10:29,03:05:00 AM,Business,08:53:00 AM,Unknown Location,Unknown Location,7.6,Airport/Travel
21-08-2016,02:05:00 PM,8/21/2016 14:34,04:05:00 AM,Business,05:05:00 PM,Unknown Location,Unknown Location,7.7,
21-08-2016,04:30:00 PM,8/21/2016 17:02,05:05:00 AM,Business,02:00:00 PM,Unknown Location,Islamabad,12.2,
21-08-2016,06:10:00 PM,8/21/2016 18:17,06:05:00 AM,Business,12:35:00 PM,Islamabad,Islamabad,1.4,
21-08-2016,06:48:00 PM,8/21/2016 19:24,07:05:00 AM,Business,11:55:00 AM,Islamabad,Unknown Location,20.2,
22-08-2016,10:00:00 AM,8/22/2016 10:44,08:05:00 AM,Business,12:17:00 PM,Unknown Location,Islamabad,9.8,
22-08-2016,11:07:00 AM,8/22/2016 11:23,09:05:00 AM,Business,10:05:00 PM,Islamabad,Unknown Location,6.3,
22-08-2016,12:36:00 PM,8/22/2016 12:49,10:05:00 AM,Business,09:58:00 PM,Unknown Location,Islamabad,4.9,
22-08-2016,01:02:00 PM,8/22/2016 13:11,11:05:00 AM,Business,09:29:00 PM,Islamabad,Islamabad,1.5,
22-08-2016,02:07:00 PM,8/22/2016 14:31,12:05:00 PM,Business,10:03:00 PM,Islamabad,Unknown Location,10.9,
22-08-2016,03:14:00 PM,8/22/2016 15:49,01:05:00 PM,Business,09:58:00 PM,Unknown Location,Unknown Location,19,
22-08-2016,03:59:00 PM,8/22/2016 17:16,02:05:00 PM,Business,09:51:00 PM,Unknown Location,Unknown Location,19,
22-08-2016,07:58:00 PM,8/22/2016 20:50,03:05:00 PM,Business,10:06:00 PM,Unknown Location,R?walpindi,7.9,
22-08-2016,08:53:00 PM,8/22/2016 21:31,04:05:00 PM,Business,07:07:00 PM,R?walpindi,R?walpindi,4.1,
22-08-2016,10:31:00 PM,8/22/2016 23:00,05:05:00 PM,Business,07:12:00 PM,R?walpindi,Unknown Location,18.7,
23-08-2016,08:10:00 AM,8/23/2016 8:25,06:05:00 PM,Business,06:34:00 PM,Unknown Location,Noorpur Shahan,8.7,
23-08-2016,09:35:00 AM,8/23/2016 10:09,07:05:00 PM,Business,09:55:00 AM,Noorpur Shahan,Unknown Location,7.5,
23-08-2016,12:59:00 PM,8/23/2016 13:15,08:05:00 PM,Business,09:30:00 AM,Unknown Location,Noorpur Shahan,7.7,
23-08-2016,01:19:00 PM,8/23/2016 13:30,09:05:00 PM,Business,07:06:00 AM,Noorpur Shahan,Islamabad,4.4,
23-08-2016,01:49:00 PM,8/23/2016 14:04,10:05:00 PM,Business,07:46:00 AM,Islamabad,Unknown Location,5,
23-08-2016,03:07:00 PM,8/23/2016 15:12,11:05:00 PM,Business,08:16:00 AM,Unknown Location,Unknown Location,1.9,
23-08-2016,03:15:00 PM,8/23/2016 17:16,12:05:00 AM,Business,07:58:00 AM,Unknown Location,Unknown Location,7.9,
23-08-2016,05:42:00 PM,8/23/2016 18:31,01:05:00 AM,Business,08:50:00 AM,Unknown Location,Unknown Location,17.7,
24-08-2016,12:05:00 PM,8/24/2016 12:56,02:05:00 AM,Business,07:23:00 AM,Unknown Location,Unknown Location,25.2,
24-08-2016,01:01:00 PM,8/24/2016 15:25,03:05:00 AM,Business,02:00:00 PM,Unknown Location,Unknown Location,96.2,
25-08-2016,03:17:00 PM,8/25/2016 16:22,04:05:00 AM,Business,02:04:00 PM,Unknown Location,Unknown Location,35,
25-08-2016,04:36:00 PM,8/25/2016 16:56,05:05:00 AM,Business,12:48:00 PM,Unknown Location,Unknown Location,5.5,
25-08-2016,05:19:00 PM,8/25/2016 19:20,06:05:00 AM,Business,12:29:00 PM,Unknown Location,Unknown Location,50.4,
25-08-2016,07:25:00 PM,8/25/2016 19:57,07:05:00 AM,Business,12:46:00 PM,Unknown Location,Lahore,9.2,
25-08-2016,10:58:00 PM,8/25/2016 23:16,08:05:00 AM,Business,11:40:00 AM,Lahore,Unknown Location,7.3,
26-08-2016,09:06:00 AM,8/26/2016 9:20,09:05:00 AM,Business,09:07:00 AM,Unknown Location,Unknown Location,5,
26-08-2016,11:14:00 AM,8/26/2016 11:26,10:05:00 AM,Business,11:59:00 PM,Unknown Location,Unknown Location,3.8,
26-08-2016,12:10:00 PM,8/26/2016 12:20,11:05:00 AM,Business,10:51:00 PM,Unknown Location,Lahore,3.9,
26-08-2016,02:10:00 PM,8/26/2016 14:33,12:05:00 PM,Business,10:55:00 PM,Lahore,Lahore,7.4,
26-08-2016,03:23:00 PM,8/26/2016 15:35,01:05:00 PM,Business,09:55:00 PM,Lahore,Lahore,1.5,
26-08-2016,03:59:00 PM,8/26/2016 16:24,02:05:00 PM,Business,09:42:00 PM,Lahore,Unknown Location,7.9,
26-08-2016,04:55:00 PM,8/26/2016 17:12,03:05:00 PM,Business,10:06:00 PM,Unknown Location,Lahore,2.9,
26-08-2016,06:42:00 PM,8/26/2016 18:56,04:05:00 PM,Business,10:10:00 PM,Lahore,Lahore,3.4,
26-08-2016,07:31:00 PM,8/26/2016 19:54,05:05:00 PM,Business,09:23:00 PM,Lahore,Lahore,3.8,
26-08-2016,08:06:00 PM,8/26/2016 20:16,06:05:00 PM,Business,09:34:00 PM,Lahore,Unknown Location,5.9,
27-08-2016,09:34:00 AM,8/27/2016 10:11,07:05:00 PM,Business,09:59:00 PM,Unknown Location,Lahore,9.6,
27-08-2016,11:47:00 AM,8/27/2016 12:06,08:05:00 PM,Business,09:31:00 AM,Lahore,Lahore,7,
27-08-2016,12:12:00 PM,8/27/2016 12:17,09:05:00 PM,Business,08:18:00 AM,Lahore,Lahore,0.9,
27-08-2016,02:01:00 PM,8/27/2016 15:44,10:05:00 PM,Business,08:53:00 AM,Lahore,Unknown Location,86.6,
27-08-2016,04:15:00 PM,8/27/2016 19:13,11:05:00 PM,Business,08:04:00 AM,Unknown Location,Unknown Location,156.9,
28-08-2016,09:57:00 AM,8/28/2016 10:18,12:05:00 AM,Business,06:50:00 AM,Unknown Location,Noorpur Shahan,10.1,
28-08-2016,04:39:00 PM,8/28/2016 16:55,01:05:00 AM,Business,02:08:00 PM,Noorpur Shahan,Islamabad,6.2,
28-08-2016,05:37:00 PM,8/28/2016 17:55,02:05:00 AM,Business,08:26:00 AM,Islamabad,Islamabad,5.3,
28-08-2016,09:15:00 PM,8/28/2016 21:59,03:05:00 AM,Business,08:28:00 AM,Islamabad,Unknown Location,12.1,
29-08-2016,12:02:00 PM,8/29/2016 12:31,04:05:00 AM,Business,05:50:00 AM,Unknown Location,Islamabad,10.8,
29-08-2016,01:38:00 PM,8/29/2016 13:48,05:05:00 AM,Business,04:03:00 PM,Islamabad,Islamabad,4.3,
29-08-2016,02:31:00 PM,8/29/2016 14:41,06:05:00 AM,Business,03:27:00 PM,Islamabad,Islamabad,2.5,
29-08-2016,02:49:00 PM,8/29/2016 15:04,07:05:00 AM,Business,03:34:00 PM,Islamabad,Unknown Location,5.7,Temporary Site
29-08-2016,03:49:00 PM,8/29/2016 15:59,08:05:00 AM,Business,04:16:00 PM,Unknown Location,Islamabad,2.8,
29-08-2016,04:06:00 PM,8/29/2016 16:21,09:05:00 AM,Business,04:16:00 PM,Islamabad,Unknown Location,4,
29-08-2016,05:24:00 PM,8/29/2016 17:41,10:05:00 AM,Business,04:59:00 PM,Unknown Location,Islamabad,5.5,
29-08-2016,06:27:00 PM,8/29/2016 18:36,11:05:00 AM,Business,04:41:00 PM,Islamabad,Islamabad,2.6,
30-08-2016,11:53:00 AM,8/30/2016 12:05,12:05:00 PM,Business,04:38:00 PM,Unknown Location,Unknown Location,2.1,
30-08-2016,12:46:00 PM,8/30/2016 13:09,01:05:00 PM,Business,12:12:00 AM,Unknown Location,Islamabad,8.8,
30-08-2016,01:25:00 PM,8/30/2016 13:46,02:05:00 PM,Business,12:19:00 AM,Islamabad,Islamabad,4.4,
30-08-2016,02:00:00 PM,8/30/2016 14:20,03:05:00 PM,Business,12:40:00 AM,Islamabad,Unknown Location,5.3,
30-08-2016,05:27:00 PM,8/30/2016 18:09,04:05:00 PM,Business,01:05:00 AM,Unknown Location,Unknown Location,13,
09-01-2016 11:51,11:51:00 AM,09-01-2016 12:24,05:05:00 PM,Business,10:38:00 PM,Unknown Location,Islamabad,13,
09-01-2016 17:21,05:21:00 PM,09-01-2016 17:36,06:05:00 PM,Business,05:14:00 AM,Islamabad,Unknown Location,10.6,
09-01-2016 18:49,06:49:00 PM,09-01-2016 19:08,07:05:00 PM,Business,12:44:00 AM,Unknown Location,Unknown Location,2.2,
09-02-2016 11:37,11:37:00 AM,09-02-2016 12:24,08:05:00 PM,Business,12:16:00 AM,Unknown Location,Islamabad,9.2,
09-02-2016 18:56,06:56:00 PM,09-02-2016 19:37,09:05:00 PM,Business,08:28:00 AM,Unknown Location,Unknown Location,12.9,
09-05-2016 10:25,10:25:00 AM,09-05-2016 10:44,10:05:00 PM,Business,02:09:00 AM,Unknown Location,R?walpindi,17.2,
09-06-2016 17:49,05:49:00 PM,09-06-2016 17:49,11:05:00 PM,Business,11:40:00 AM,Unknown Location,Unknown Location,69.1,
09-10-2016 10:28,10:28:00 AM,09-10-2016 10:45,12:05:00 AM,Business,05:16:00 AM,Unknown Location,Unknown Location,2.8,
09-11-2016 09:51,09:51:00 AM,09-11-2016 09:55,01:05:00 AM,Business,01:37:00 PM,Unknown Location,Unknown Location,8.6,
09-11-2016 21:40,09:40:00 PM,09-11-2016 21:42,02:05:00 AM,Business,03:14:00 PM,Unknown Location,Unknown Location,9.8,
09-12-2016 08:07,08:07:00 AM,09-12-2016 08:12,03:05:00 AM,Business,04:25:00 AM,Unknown Location,Unknown Location,3.6,
09-12-2016 11:15,11:15:00 AM,09-12-2016 11:24,04:05:00 AM,Business,06:58:00 PM,Unknown Location,Unknown Location,1.7,
09-12-2016 13:04,01:04:00 PM,09-12-2016 13:44,05:05:00 AM,Business,04:50:00 PM,Unknown Location,Unknown Location,11.5,
13-09-2016,04:56:00 PM,9/13/2016 17:02,06:05:00 AM,Business,04:01:00 PM,Unknown Location,Unknown Location,0.7,
14-09-2016,11:55:00 AM,9/14/2016 11:59,07:05:00 AM,Business,01:09:00 PM,Unknown Location,Unknown Location,0.7,
15-09-2016,08:33:00 PM,9/15/2016 20:38,08:05:00 AM,Business,07:10:00 PM,Unknown Location,Unknown Location,0.9,
16-09-2016,07:08:00 AM,9/16/2016 7:08,09:05:00 AM,Business,11:32:00 AM,Unknown Location,Unknown Location,1.6,
18-09-2016,06:07:00 PM,9/18/2016 18:11,10:05:00 AM,Business,01:57:00 AM,Unknown Location,Unknown Location,9.4,
19-09-2016,06:18:00 AM,9/19/2016 6:49,11:05:00 AM,Business,03:58:00 PM,R?walpindi,Unknown Location,18.2,
19-09-2016,02:40:00 PM,9/19/2016 14:56,12:05:00 PM,Business,04:47:00 AM,Unknown Location,Islamabad,10.5,
19-09-2016,04:23:00 PM,9/19/2016 16:31,01:05:00 PM,Business,09:25:00 PM,Islamabad,Unknown Location,5.7,
19-09-2016,05:36:00 PM,9/19/2016 18:20,02:05:00 PM,Business,08:42:00 PM,Unknown Location,Unknown Location,18,
19-09-2016,07:10:00 PM,9/19/2016 19:49,03:05:00 PM,Business,08:29:00 PM,Unknown Location,Islamabad,18.3,
20-09-2016,11:29:00 AM,9/20/2016 11:48,04:05:00 PM,Business,07:55:00 PM,Islamabad,Unknown Location,16.5,
20-09-2016,08:47:00 PM,9/20/2016 22:47,05:05:00 PM,Business,04:36:00 AM,Unknown Location,R?walpindi,9.6,
23-09-2016,01:15:00 PM,9/23/2016 13:40,06:05:00 PM,Business,08:18:00 PM,Karachi,Karachi,2.9,
24-09-2016,02:34:00 PM,9/24/2016 15:15,07:05:00 PM,Business,04:50:00 AM,Karachi,Unknown Location,8.2,
24-09-2016,08:29:00 PM,9/24/2016 20:33,08:05:00 PM,Business,04:31:00 AM,Unknown Location,Unknown Location,2.4,
27-09-2016,08:33:00 AM,9/27/2016 8:35,09:05:00 PM,Business,11:36:00 PM,Unknown Location,Unknown Location,5.8,
27-09-2016,01:21:00 PM,9/27/2016 14:43,10:05:00 PM,Business,12:32:00 PM,Lahore,Lahore,9.8,
27-09-2016,07:14:00 PM,9/27/2016 20:34,11:05:00 PM,Business,08:44:00 AM,Lahore,Unknown Location,7.3,
27-09-2016,09:01:00 PM,9/28/2016 2:37,12:05:00 AM,Business,03:51:00 AM,Unknown Location,Unknown Location,195.6,
28-09-2016,05:21:00 PM,9/28/2016 19:36,01:05:00 AM,Business,03:04:00 AM,Islamabad,Unknown Location,20.5,
29-09-2016,04:13:00 PM,9/29/2016 18:47,02:05:00 AM,Business,07:44:00 AM,Unknown Location,Islamabad,12.6,
30-09-2016,05:39:00 PM,9/30/2016 20:20,03:05:00 AM,Business,09:52:00 AM,Islamabad,Islamabad,37.7,
30-09-2016,08:59:00 PM,9/30/2016 22:34,04:05:00 AM,Business,09:26:00 AM,Islamabad,Unknown Location,16.7,
10-03-2016 17:09,05:09:00 PM,10-03-2016 17:12,05:05:00 AM,Business,07:06:00 AM,Unknown Location,Islamabad,10.5,
10-03-2016 18:17,06:17:00 PM,10-03-2016 18:34,06:05:00 AM,Business,11:56:00 AM,Islamabad,Islamabad,2.8,
10-03-2016 18:51,06:51:00 PM,10-03-2016 19:01,07:05:00 AM,Business,11:48:00 AM,Islamabad,Islamabad,1.6,
10-03-2016 22:04,10:04:00 PM,10-03-2016 22:33,08:05:00 AM,Business,12:14:00 PM,Islamabad,Unknown Location,12.7,
10-04-2016 09:50,09:50:00 AM,10-04-2016 10:52,09:05:00 AM,Business,10:01:00 AM,Unknown Location,Unknown Location,28.6,
10-04-2016 12:17,12:17:00 PM,10-04-2016 12:18,10:05:00 AM,Business,11:15:00 PM,Unknown Location,Unknown Location,15.1,
10-06-2016 08:49,08:49:00 AM,10-06-2016 11:36,11:05:00 AM,Business,09:48:00 PM,Unknown Location,R?walpindi,17.9,
10-06-2016 17:23,05:23:00 PM,10-06-2016 17:40,12:05:00 PM,Business,02:16:00 AM,R?walpindi,Unknown Location,112.6,
10-06-2016 18:37,06:37:00 PM,10-06-2016 18:39,01:05:00 PM,Business,06:42:00 PM,Unknown Location,Unknown Location,18.4,
10-06-2016 19:46,07:46:00 PM,10-06-2016 20:26,02:05:00 PM,Business,06:28:00 PM,Unknown Location,Unknown Location,13.8,
10-07-2016 10:56,10:56:00 AM,10-07-2016 10:59,03:05:00 PM,Business,06:19:00 PM,Unknown Location,Lahore,33.2,
10-07-2016 11:27,11:27:00 AM,10-07-2016 11:50,04:05:00 PM,Business,04:09:00 AM,Lahore,Lahore,2.6,
10-07-2016 13:52,01:52:00 PM,10-07-2016 14:08,05:05:00 PM,Business,04:38:00 AM,Lahore,Unknown Location,5.8,
10-07-2016 14:29,02:29:00 PM,10-07-2016 15:11,06:05:00 PM,Business,03:13:00 AM,Unknown Location,Lahore,8.3,
10-07-2016 15:47,03:47:00 PM,10-07-2016 16:02,07:05:00 PM,Business,03:36:00 AM,Lahore,Lahore,2.4,
10-07-2016 18:08,06:08:00 PM,10-07-2016 18:27,08:05:00 PM,Business,03:18:00 AM,Lahore,Lahore,3.1,
10-07-2016 18:33,06:33:00 PM,10-07-2016 19:01,09:05:00 PM,Business,01:57:00 AM,Lahore,Lahore,6.1,
10-08-2016 15:03,03:03:00 PM,10-08-2016 15:03,10:05:00 PM,Business,02:32:00 AM,Karachi,Karachi,3.6,
10-08-2016 18:15,06:15:00 PM,10-08-2016 18:18,11:05:00 PM,Business,07:02:00 AM,Karachi,Unknown Location,8,
